"Monitoring Location ID","Activity Media Name","Activity Media Subdivision Name","Activity ID","Activity Start Date","Activity Start Time","Activity End Date","Activity End Time","Activity Latitude","Activity Longitude","Activity Source Map Scale","Activity Type","Activity Depth/Height Measure","Activity Depth/Height Unit","Activity Top Depth/Height Measure","Activity Top Depth/Height Unit","Activity Bottom Depth/Height Measure","Activity Bottom Depth/Height Unit","Activity Relative Depth Name","Activity Comment","Characteristic Name","Result Analytical Method ID","Result Analytical Method Context","Method Speciation","Result Value","Result Unit","Result Qualifier","Result Weight Basis","Statistical Base Code","Result Sample Fraction","Result Value Type","Result Comment","Sample Collection Method ID","Equipment ID","Result Detection Condition","Result Detection Limit Type 1","Result Detection Limit Value 1","Result Detection Limit Unit 1","Result Detection Limit Type 2","Result Detection Limit Value 2","Result Detection Limit Unit 2","Laboratory Accreditation Indicator","Laboratory Name","Laboratory Sample ID","Analysis Start Date","Analysis Start Time","Biological Intent","Subject Taxonomic Name","Thermal Preservative","Sample Container Type","Sample Container Color","Chemical Preservative"
"KR RM 50","Water","Surface Water","KR RM 50-2021-05-11-Cr",2021-05-11,07:22:00,"","",60.467517,"-150.507789","","Field Msr/Obs",15,"cm","","","","","",NA,"Chromium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341037",2021-05-21,09:09:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 50","Water","Surface Water","KR RM 50-2021-05-11-Cu",2021-05-11,07:22:00,"","",60.467517,"-150.507789","","Field Msr/Obs",15,"cm","","","","","",NA,"Copper","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341037",2021-05-21,09:09:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 50","Water","Surface Water","KR RM 50-2021-05-11-Pb",2021-05-11,07:22:00,"","",60.467517,"-150.507789","","Field Msr/Obs",15,"cm","","","","","",NA,"Lead","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L","","SGS North America, Anchorage, Alaska","1212341037",2021-05-21,09:09:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 50","Water","Surface Water","KR RM 50-2021-05-11-Zn",2021-05-11,07:22:00,"","",60.467517,"-150.507789","","Field Msr/Obs",15,"cm","","","","","",NA,"Zinc","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L","","SGS North America, Anchorage, Alaska","1212341037",2021-05-21,09:09:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA","",0.225,"mg/L","=","Sampled",NA,"Total","Actual","","","Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L","","SGS North America, Anchorage, Alaska","1212341018",2021-05-15,13:49:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Total P",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Phosphorus","4500-P-E","APHA","",0.189,"mg/L","=","Sampled",NA,"Total","Actual","","","Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L","","SGS North America, Anchorage, Alaska","1212341018",2021-05-18,19:12:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-As",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Arsenic","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341058",2021-05-21,11:35:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Cd",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Cadmium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L","","SGS North America, Anchorage, Alaska","1212341058",2021-05-21,11:35:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Cr",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Chromium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341058",2021-05-21,11:35:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Cu",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Copper","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341058",2021-05-21,11:35:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Pb",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Lead","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L","","SGS North America, Anchorage, Alaska","1212341058",2021-05-21,11:35:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Zn",2021-05-11,09:15:00,"","",60.54081,"-151.18278000000001","","Field Msr/Obs",15,"cm","","","","","",NA,"Zinc","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L","","SGS North America, Anchorage, Alaska","1212341058",2021-05-21,11:35:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA","",0.745,"mg/L","=","Sampled",NA,"Total","Actual","","","Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L","","SGS North America, Anchorage, Alaska","1212341001",2021-05-15,13:09:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-Total P",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Phosphorus","4500-P-E","APHA","",NA,"mg/L","U","Sampled",NA,"Total","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L","","SGS North America, Anchorage, Alaska","1212341001",2021-05-18,18:47:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-As",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Arsenic","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341038",2021-05-21,09:13:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-Cd",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Cadmium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L","","SGS North America, Anchorage, Alaska","1212341038",2021-05-21,09:13:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-Cr",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Chromium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341038",2021-05-21,09:13:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-Cu",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Copper","200.8","USEPA","",0.348,"ug/L","J","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341038",2021-05-21,09:13:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-Pb",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Lead","200.8","USEPA","",0.0763,"ug/L","J","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L","","SGS North America, Anchorage, Alaska","1212341038",2021-05-21,09:13:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 70","Water","Surface Water","KR RM 70-2021-05-11-Zn",2021-05-11,10:25:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Zinc","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L","","SGS North America, Anchorage, Alaska","1212341038",2021-05-21,09:13:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA","",1.12,"mg/L","=","Sampled",NA,"Total","Actual","","","Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L","","SGS North America, Anchorage, Alaska","1212341002",2021-05-15,13:11:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Total P",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Phosphorus","4500-P-E","APHA","",NA,"mg/L","U","Sampled",NA,"Total","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L","","SGS North America, Anchorage, Alaska","1212341002",2021-05-18,18:48:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-As",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Arsenic","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341039",2021-05-21,07:27:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Cd",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Cadmium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L","","SGS North America, Anchorage, Alaska","1212341039",2021-05-21,07:27:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Cr",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Chromium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341039",2021-05-21,07:27:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Cu",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Copper","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341039",2021-05-21,07:27:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Pb",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Lead","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L","","SGS North America, Anchorage, Alaska","1212341039",2021-05-21,07:27:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Zn",2021-05-11,09:34:00,"","",60.484622,"-149.993955","","Field Msr/Obs",15,"cm","","","","","",NA,"Zinc","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L","","SGS North America, Anchorage, Alaska","1212341039",2021-05-21,07:27:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-As",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Arsenic","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341041",2021-05-21,09:19:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-Cd",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Cadmium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L","","SGS North America, Anchorage, Alaska","1212341041",2021-05-21,09:19:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-Cr",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Chromium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341041",2021-05-21,09:19:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-Cu",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Copper","200.8","USEPA","",0.679,"ug/L","J","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341041",2021-05-21,09:19:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-Pb",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Lead","200.8","USEPA","",0.228,"ug/L","=","Sampled",NA,"Filtered, field","Actual","","","Water Bottle",NA,"Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L","","SGS North America, Anchorage, Alaska","1212341041",2021-05-21,09:19:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-Zn",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Zinc","200.8","USEPA","",3.12,"ug/L","J","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L","","SGS North America, Anchorage, Alaska","1212341041",2021-05-21,09:19:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA","",0.869,"mg/L","=","Sampled",NA,"Total","Actual","","","Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L","","SGS North America, Anchorage, Alaska","1212341003",2021-05-15,13:13:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 79.5 JC","Water","Surface Water","KR RM 79.5 JC-2021-05-11-Total P",2021-05-11,08:36:00,"","",60.481392,"-150.11501999999999","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Phosphorus","4500-P-E","APHA","",0.0212,"mg/L","J","Sampled",NA,"Total","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L","","SGS North America, Anchorage, Alaska","1212341003",2021-05-18,18:49:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-Total Nitrate/Nitrite-N",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA","",0.454,"mg/L","=","Sampled",NA,"Total","Actual","","","Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L","","SGS North America, Anchorage, Alaska","1212341004",2021-05-15,13:14:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-Total P",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Phosphorus","4500-P-E","APHA","",NA,"mg/L","U","Sampled",NA,"Total","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L","","SGS North America, Anchorage, Alaska","1212341004",2021-05-18,18:50:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-As",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Arsenic","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341040",2021-05-21,09:16:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-Cd",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Cadmium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L","","SGS North America, Anchorage, Alaska","1212341040",2021-05-21,09:16:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-Cr",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Chromium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341040",2021-05-21,09:16:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-Cu",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Copper","200.8","USEPA","",0.603,"ug/L","J","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L","","SGS North America, Anchorage, Alaska","1212341040",2021-05-21,09:16:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-Pb",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Lead","200.8","USEPA","",0.156,"ug/L","J","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L","","SGS North America, Anchorage, Alaska","1212341040",2021-05-21,09:16:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 82","Water","Surface Water","KR RM 82-2021-05-11-Zn",2021-05-11,07:56:00,"","",60.492007,"-149.810844","","Field Msr/Obs",15,"cm","","","","","",NA,"Zinc","200.8","USEPA","",4.36,"ug/L","J","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Present Below Quantification Limit","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L","","SGS North America, Anchorage, Alaska","1212341040",2021-05-21,09:16:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total Nitrate/Nitrite-N",2021-07-27,09:30:00,"","",60.550888,"-151.268417","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA","",NA,"mg/L","U","Sampled",NA,"Total","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L","","SGS North America, Anchorage, Alaska","1214655001",2021-08-02,11:44:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total P",2021-07-27,09:30:00,"","",60.550888,"-151.268417","","Field Msr/Obs",15,"cm","","","","","",NA,"Total Phosphorus","4500-P-E","APHA","",NA,"mg/L","U","Sampled",NA,"Total","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L","","SGS North America, Anchorage, Alaska","1214655001",2021-08-02,17:08:00,"","","Cold packs","Plastic Bottle","Opaque","H2SO4"
"KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Al",2021-07-27,09:30:00,"","",60.550888,"-151.268417","","Field Msr/Obs",15,"cm","","","","","",NA,"Aluminum","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",20,"ug/L","Method Detection Level",10,"ug/L","","SGS North America, Anchorage, Alaska","1214655025",2021-08-05,09:53:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Sb",2021-07-27,09:30:00,"","",60.550888,"-151.268417","","Field Msr/Obs",15,"cm","","","","","",NA,"Antimony","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L","","SGS North America, Anchorage, Alaska","1214655025",2021-08-05,09:53:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-As",2021-07-27,09:30:00,"","",60.550888,"-151.268417","","Field Msr/Obs",15,"cm","","","","","",NA,"Arsenic","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L","","SGS North America, Anchorage, Alaska","1214655025",2021-08-05,09:53:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Ba",2021-07-27,09:30:00,"","",60.550888,"-151.268417","","Field Msr/Obs",15,"cm","","","","","",NA,"Barium","200.8","USEPA","",11.9,"ug/L","=","Sampled",NA,"Filtered, field","Actual","","","Water Bottle",NA,"Limit of Quantitation",3,"ug/L","Method Detection Level",1.5,"ug/L","","SGS North America, Anchorage, Alaska","1214655025",2021-08-05,09:53:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
"KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Be",2021-07-27,09:30:00,"","",60.550888,"-151.268417","","Field Msr/Obs",15,"cm","","","","","",NA,"Beryllium","200.8","USEPA","",NA,"ug/L","U","Sampled",NA,"Filtered, field","Actual","","","Water Bottle","Not Detected","Limit of Quantitation",0.4,"ug/L","Method Detection Level",0.2,"ug/L","","SGS North America, Anchorage, Alaska","1214655025",2021-08-05,09:53:00,"","","Cold packs","Plastic Bottle","Opaque","HNO3"
